Insertion Sort
Count;Sorted;Reverse;Random;Same
4200;19358.0;1.2087304E7;5959899.0;21728.0
4210;21333.0;1.1843156E7;6497183.0;21333.0
4220;20939.0;1.2536094E7;6118713.0;25283.0
4230;19753.0;1.2297476E7;5999010.0;20543.0
4240;20148.0;1.1997625E7;6473084.0;22518.0
4250;22123.0;1.248039E7;6263306.0;32000.0
4260;20938.0;1.2399403E7;6175207.0;22519.0
4270;22518.0;1.2679106E7;1.1190119E7;21333.0
4280;26469.0;1.2697279E7;6153084.0;20939.0
4290;24889.0;1.2188045E7;6496787.0;20938.0
4300;20148.0;1.2726119E7;6320195.0;24494.0
4310;20938.0;1.2773921E7;6223405.0;20544.0
4320;21333.0;1.261076E7;6670615.0;22519.0
4330;20148.0;1.2875057E7;6260936.0;21333.0
4340;20938.0;1.2775896E7;6380639.0;21333.0
4350;21334.0;1.3291847E7;6760293.0;20938.0
4360;64790.0;1.2822908E7;8908638.0;45037.0
4370;21333.0;1.3179649E7;6841676.0;24494.0
4380;20938.0;1.3098266E7;6521676.0;21333.0
4390;23703.0;1.3282365E7;6825084.0;23704.0
4400;25284.0;1.3322266E7;6552887.0;22124.0
4410;23703.0;1.3139353E7;6961775.0;22124.0
4420;21333.0;1.3392587E7;6646121.0;27655.0
4430;24099.0;1.3145279E7;6695504.0;21729.0
4440;22914.0;1.3656093E7;1.1723057E7;43852.0
4450;21728.0;1.3722463E7;7222515.0;22518.0
4460;21333.0;1.3626463E7;6596343.0;26074.0
4470;23703.0;1.3488587E7;7291256.0;21728.0
4480;21333.0;1.3751698E7;6878417.0;24099.0
4490;22518.0;1.3387847E7;7395947.0;22123.0
4500;21729.0;1.3885229E7;6800195.0;24494.0
4510;24494.0;1.347555E7;7160491.0;22124.0
4520;44642.0;1.8674165E7;7012738.0;27259.0
4530;21729.0;1.4095007E7;7269133.0;24098.0
4540;22124.0;1.4094216E7;6918713.0;23309.0
4550;24098.0;1.4191007E7;7836046.0;22124.0
4560;25283.0;1.398597E7;7030516.0;23309.0
4570;21728.0;1.4333624E7;7257676.0;23309.0
4580;28840.0;1.3911698E7;7298367.0;22914.0
4590;21729.0;1.4416981E7;7099651.0;28445.0
4600;37530.0;1.4972044E7;1.1402662E7;22123.0
4610;48198.0;1.4301624E7;7190121.0;23309.0
4620;22123.0;1.4654414E7;7405824.0;24494.0
4630;24098.0;1.4205229E7;7391997.0;22124.0
4640;23309.0;1.4731451E7;7232787.0;23308.0
4650;22124.0;1.4804538E7;7783898.0;23308.0
4660;21729.0;1.4792686E7;7299948.0;23309.0
4670;23703.0;1.5058957E7;7887799.0;22518.0
4680;24099.0;1.507476E7;1.389313E7;23704.0
4690;24494.0;1.4906068E7;7336689.0;24099.0
4700;23309.0;1.5235155E7;7508540.0;26469.0
4710;23308.0;1.5179846E7;8044244.0;23703.0
4720;22123.0;1.513876E7;7442170.0;23704.0
4730;22914.0;1.5286512E7;8062812.0;22913.0
4740;35951.0;1.5215006E7;7929281.0;23309.0
4750;99951.0;1.6665673E7;1.1371452E7;24494.0
4760;24099.0;1.6102314E7;7771651.0;23704.0
4770;22913.0;1.5670512E7;8173033.0;23309.0
4780;24099.0;1.5838019E7;8216491.0;24099.0
4790;22518.0;1.5628636E7;7670911.0;24099.0
4800;22913.0;1.5687895E7;8142219.0;23703.0
4810;24099.0;1.5883845E7;8272194.0;24494.0
4820;25284.0;2.2119893E7;7928096.0;22914.0
4830;23704.0;1.5895302E7;7885429.0;24099.0
4840;24099.0;1.5947846E7;8123256.0;43852.0
4850;23703.0;1.607545E7;8421923.0;23703.0
4860;24098.0;1.6568883E7;7901626.0;24098.0
4870;23309.0;1.610666E7;7947059.0;24889.0
4880;22913.0;1.6223598E7;8577972.0;23309.0
4890;25679.0;2.0793275E7;8674367.0;23309.0
4900;24099.0;1.6364635E7;8703996.0;25284.0
4910;26469.0;1.6349228E7;8306960.0;24098.0
4920;24098.0;1.6475648E7;7960095.0;25679.0
4930;24099.0;1.652108E7;8762070.0;24099.0
4940;24494.0;1.6671994E7;8932737.0;24889.0
4950;50963.0;1.6602858E7;8420343.0;24098.0
4960;23703.0;2.4564139E7;8275750.0;24889.0
4970;25679.0;1.7681376E7;1.437392E7;45827.0
4980;25679.0;1.6927598E7;8852934.0;25679.0
4990;24889.0;1.7017672E7;8815009.0;25284.0
5000;25284.0;1.6926018E7;8368984.0;26074.0
5010;23703.0;1.700345E7;8443651.0;29630.0
5020;39506.0;2.4149324E7;8852144.0;25284.0
5030;23703.0;1.7159104E7;8535700.0;28050.0
5040;25284.0;1.7272092E7;9388638.0;26864.0
5050;25284.0;1.7374808E7;9065872.0;24494.0
5060;24099.0;1.7499252E7;9140144.0;29630.0
5070;25679.0;1.7538364E7;9345181.0;26074.0
5080;27260.0;1.7899845E7;8976194.0;24494.0
5090;25679.0;1.7826758E7;1.5116636E7;27259.0
5100;25284.0;1.784098E7;9441577.0;24889.0
5110;28840.0;1.7925919E7;9111700.0;24494.0
5120;24494.0;1.831387E7;8573231.0;24889.0
